NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2021,Nordeste,2,Pernambuco,PE,26,Cabo de Santo Agostinho,2602902,0,1,1,1,1,587,Engenharia Mecânica,1270382,Engenharia mecânica,"""0715E02""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,715,Engenharia mecânica e metalurgia,1,1,1,1,1,140,140,0,0,120,0,20,0,596,596,0,0,595,0,1,0,119,19,100,119,0,118,10,108,0,0,0,0,0,0,0,1,5,105,5,2,1,1,0,0,35,13,63,0,0,8,380,52,328,380,0,5,313,44,12,3,3,0,0,139,41,189,2,1,8,5,3,2,5,0,0,1,4,0,0,0,0,0,3,1,1,0,0,0,119,0,380,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,47,31,0,23,48,128,78,47,0,40,51,0,0,0,0,0,0,6,52,0,0,102,17,0,155,225,0,2,3,0,0,0,0,0,49,0,44,2,6,0,4,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Administração Pública,1152250,Administração pública,"""0413A02""",4,"Negócios, administração e direito",41,Negócios e administração,413,Gestão e administração,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,15,0,0,28,0,0,0,28,0,0,0,4,0,0,0,3,12,7,6,2,2,0,8,2,17,1,0,4,49,28,21,0,0,0,7,13,15,6,5,3,0,14,5,21,1,0,8,10,4,6,0,0,0,2,1,4,1,2,0,0,4,0,3,0,0,3,32,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,3,0,15,15,8,0,7,0,3,3,1,0,1,0,7,5,0,0,32,0,0,43,5,1,7,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Artes Visuais,1151733,Artes visuais formação de professor,"""0114A02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,12,0,0,0,3,12,8,7,4,0,1,8,6,15,1,0,5,7,4,3,0,0,0,0,1,2,2,2,0,0,2,1,4,0,0,0,0,0,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,0,10,0,4,4,2,0,2,0,4,11,0,0,0,0,0,31,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Computação,113671,Computação formação de professor,"""0114C05""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Física,88608,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,1,1,0,0,3,1,0,0,0,1,26,5,21,0,0,0,0,2,9,6,6,2,1,3,5,11,0,0,7,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,5,0,26,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,0,4,0,0,0,0,0,0,0,3,20,0,0,5,0,0,23,3,0,1,1,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,História,1152360,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,13,0,0,0,3,2,6,6,7,0,0,3,6,11,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,0,6,0,1,1,1,0,0,0,1,7,0,0,0,0,0,21,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Letras - Português,1152005,Letras português formação de professor,"""0115L13""",1,Educação,11,Educação,115,Formação de professores de letras,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,2,1,2,2,2,0,3,1,4,1,0,0,5,3,2,0,0,0,0,1,1,1,1,1,0,1,0,4,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,3,0,2,2,1,0,1,0,0,5,0,0,0,0,0,8,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Carpina,2604007,0,2,1,1,1,587,Sistema De Informação,113687,Sistemas de informação,"""0615S02""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),615,Gestão e desenvolvimento de sistemas de informação,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,2,3,2,2,1,0,0,4,0,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,1,1,1,0,1,0,1,5,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Gravatá,2606408,0,2,1,1,1,587,Artes Visuais,1151733,Artes visuais formação de professor,"""0114A02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,16,0,0,0,5,10,7,3,10,3,0,17,2,18,1,0,0,10,7,3,0,0,0,0,2,3,0,3,2,0,6,0,4,0,0,0,0,0,38,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,0,3,0,6,6,2,0,1,0,3,7,0,0,0,0,0,35,3,0,8,2,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Gravatá,2606408,0,2,1,1,1,587,Física,88608,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,3,19,0,0,0,6,3,7,2,4,0,0,8,7,7,0,0,0,4,1,3,0,0,0,0,0,3,1,0,0,0,1,3,0,0,0,0,1,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,6,0,3,3,0,0,3,0,5,16,0,0,1,0,0,21,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Gravatá,2606408,0,2,1,1,1,587,História,1152360,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,13,20,0,0,0,5,8,7,9,2,1,1,9,4,20,0,0,0,15,5,10,0,0,0,1,4,0,6,2,1,1,2,1,12,0,0,0,1,0,33,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,0,6,0,8,8,5,0,2,0,2,16,0,0,1,0,0,31,2,0,14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Gravatá,2606408,0,2,1,1,1,587,Pedagogia,1152584,Pedagogia,"""0113P01""",1,Educação,11,Educação,113,Formação de professores sem áreas específicas,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,9,0,0,0,3,11,12,10,5,2,0,13,4,23,0,0,3,27,22,5,0,0,0,1,9,5,7,3,2,0,9,3,14,0,0,1,0,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,11,0,9,0,14,14,8,0,6,0,0,1,0,0,0,0,0,35,8,0,23,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,0,2,1,1,1,587,Artes Visuais,1151733,Artes visuais formação de professor,"""0114A02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,0,2,1,1,1,587,Letras - Português,1152005,Letras português formação de professor,"""0115L13""",1,Educação,11,Educação,115,Formação de professores de letras,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,23,13,10,0,0,0,5,4,7,3,4,0,0,5,6,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,4,0,0,0,0,0,0,0,6,10,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Limoeiro,2608909,0,2,1,1,1,587,Administração Pública,1152250,Administração pública,"""0413A02""",4,"Negócios, administração e direito",41,Negócios e administração,413,Gestão e administração,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,17,0,0,31,0,0,0,31,0,0,0,3,0,0,0,9,8,9,3,4,1,0,15,2,13,0,0,4,27,15,12,0,0,0,6,4,8,2,6,1,0,11,2,9,0,0,5,3,1,2,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,34,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,4,0,6,6,2,0,3,0,0,0,0,0,0,0,9,6,0,0,34,0,0,25,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Limoeiro,2608909,0,2,1,1,1,587,Computação,113671,Computação formação de professor,"""0114C05""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,11,0,0,0,1,5,5,3,1,0,0,5,3,5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Limoeiro,2608909,0,2,1,1,1,587,Física,88608,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,29,9,20,0,0,0,6,4,9,4,4,2,0,10,5,9,0,0,5,6,0,6,0,0,0,0,0,2,1,1,2,0,2,1,2,0,0,1,2,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,6,0,3,3,1,0,0,0,6,14,0,0,2,0,0,27,2,0,5,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Limoeiro,2608909,0,2,1,1,1,587,História,1152360,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,14,0,0,0,11,9,1,5,3,0,0,8,5,15,0,0,1,13,8,5,0,0,0,7,2,1,2,1,0,0,3,4,6,0,0,0,0,0,29,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,9,0,8,0,6,6,5,0,4,0,0,4,0,0,0,0,0,26,3,0,12,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Palmares,2610004,0,2,1,1,1,587,Computação,113671,Computação formação de professor,"""0114C05""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Palmares,2610004,0,2,1,1,1,587,História,1152360,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,4,2,0,1,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Palmares,2610004,0,2,1,1,1,587,Pedagogia,1152584,Pedagogia,"""0113P01""",1,Educação,11,Educação,113,Formação de professores sem áreas específicas,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,5,0,0,0,5,4,7,4,2,0,0,3,4,13,1,0,1,11,8,3,0,0,0,2,1,5,2,1,0,0,1,2,6,1,0,1,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,0,7,0,5,5,4,0,5,0,0,0,0,0,0,0,0,21,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Palmares,2610004,0,2,1,1,1,587,Sistema De Informação,113687,Sistemas de informação,"""0615S02""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),615,Gestão e desenvolvimento de sistemas de informação,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,2,3,2,3,0,0,0,1,3,5,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Pesqueira,2610905,0,2,1,1,1,587,Administração Pública,1152250,Administração pública,"""0413A02""",4,"Negócios, administração e direito",41,Negócios e administração,413,Gestão e administração,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,15,0,0,28,0,0,0,28,0,0,0,4,0,0,0,8,6,8,5,4,1,0,10,0,18,0,1,3,30,17,13,0,0,0,7,6,5,6,5,1,0,5,0,20,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,3,0,11,11,8,0,7,0,0,0,0,0,0,0,10,6,0,0,32,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nordeste,2,Pernambuco,PE,26,Pesqueira,2610905,0,2,1,1,1,587,História,1152360,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,7,0,0,0,8,4,3,2,0,0,0,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,0,4,0,0,0,0,0,0,0,10,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
