"ANO","PERIODO","CODIGO_COMPONENTE","CODIGO_TURMA","TOTAL","APROVADO","REPROVADO","DISPENSADO","TRANCADO","DESISTENCIA"
2021,1,LETR3009,LT5,40,37,3,0,0,0
2021,1,LETR3011,LT5,9,8,1,0,0,0
2021,1,LETR3020,CC5,31,24,6,1,0,0
2021,1,LETR3021,LT5,41,32,9,0,0,0
2021,1,LETR3023,LT5,41,36,5,0,0,0
2021,1,LETR3024,LT5,17,16,1,0,0,0
2021,1,LETR3026,LT5,22,22,0,0,0,0
2021,1,LETR3027,LT5,42,36,4,0,2,0
2021,1,LETR3028,LT5,15,11,4,0,0,0
2021,1,LETR3029,LT5,20,18,0,0,2,0
2021,1,LETR3030,LT5,21,21,0,0,0,0
2021,1,LETR3031,LT5,46,43,2,0,1,0
2021,1,LETR3032,LT5,11,10,0,0,1,0
2021,1,LETR3036,LT5,40,35,5,0,0,0
2021,1,LETR3037,LT5,29,17,10,0,2,0
2021,1,LETR3042,LT5,9,9,0,0,0,0
2021,1,LETR5001,AD1,52,42,8,0,2,0
2021,1,LETR5005,LT1,45,33,9,0,0,3
2021,1,LETR5006,LT1,22,18,3,0,0,1
2021,1,LETR5008,LT1,18,16,2,0,0,0
2021,1,LETR5009,LT1,17,16,1,0,0,0
2021,1,LETR5010,LT1,24,24,0,0,0,0
2021,1,LETR5011,LT1,24,20,4,0,0,0
2021,1,LETR5012,LT1,6,4,2,0,0,0
2021,1,LETR5013,LT1,26,25,1,0,0,0
2021,1,LETR5014,LT1,24,22,2,0,0,0
2021,1,LETR5015,LT1,23,18,5,0,0,0
2021,1,LETR5016,LT1,26,24,1,0,1,0
2021,1,LETR5017,LT1,26,25,0,0,1,0
2021,1,LETR5018,LT1,23,22,1,0,0,0
2021,1,LETR5019,LT1,23,22,1,0,0,0
2021,1,LETR5020,LT1,7,7,0,0,0,0
2021,1,LETR5021,LT1,7,7,0,0,0,0
2021,1,LETR5022,LT1,22,22,0,0,0,0
2021,1,LETR5023,LT1,45,32,13,0,0,0
2021,1,LETR5024,LT1,23,22,1,0,0,0
2021,1,LETR5034,LT1,31,30,1,0,0,0
2021,1,LETR5035,LT1,28,24,3,0,1,0
2021,1,LETR5036,LT1,26,24,1,0,1,0
2021,1,LETR5049,LQ1,45,32,13,0,0,0
2021,1,LETR5049,LT1,42,32,9,1,0,0
2021,1,LETR5050,LT1,45,35,10,0,0,0
2021,1,LETR5051,LT1,21,17,4,0,0,0
2021,1,LETR5052,LT1,22,19,3,0,0,0
2021,1,LETR5053,LT1,34,29,3,0,2,0
2021,1,LETR5055,LT1,26,24,0,0,2,0
2021,1,LETR5059,LT5,26,25,1,0,0,0
2021,1,LETR5088,LT1,7,6,1,0,0,0
2021,1,LETR5095,LT1,13,9,4,0,0,0
2021,1,LING3005,LT5,5,3,2,0,0,0
2021,1,LING3006,LT5,19,15,2,0,2,0
2021,1,LING3008,L2,17,16,1,0,0,0
2021,1,LING3009,L2,22,22,0,0,0,0
2021,1,LING3013,LT5,28,26,2,0,0,0
2021,1,LING3014,LT5,34,32,2,0,0,0
2021,1,LING3020,LT5,41,35,6,0,0,0
2021,1,LING3021,LT5,10,9,1,0,0,0
2021,1,LING3023,LT5,1,1,0,0,0,0
2021,1,LING3025,LT5,7,5,2,0,0,0
2021,1,LING3026,LT5,8,4,3,0,1,0
2021,1,LING3028,LT5,32,30,2,0,0,0
2021,1,LING5001,LT1,42,33,9,0,0,0
2021,1,LING5002,LT1,20,19,1,0,0,0
2021,1,LING5003,LT1,35,30,3,0,2,0
2021,1,LING5006,LT1,9,9,0,0,0,0
2021,1,LING5007,LT1,20,19,1,0,0,0
2021,1,LING5008,LT1,26,25,0,0,1,0
2021,1,LING5010,LT1,25,21,2,0,2,0
2021,1,LING5011,LT1,16,14,2,0,0,0
2021,1,LING5012,LT1,15,15,0,0,0,0
2021,1,LING5013,LT1,28,26,1,0,1,0
2021,1,LING5014,LT1,45,34,10,1,0,0
2021,1,MA011,M21,24,20,1,0,0,3
2021,1,MA012,M21,24,20,1,0,0,3
2021,1,MATM3003,SA3,53,10,42,0,1,0
2021,1,MATM3004,SA1,20,11,9,0,0,0
2021,1,MATM3006,EA1,15,5,10,0,0,0
2021,1,MATM3007,EA3,17,15,2,0,0,0
2021,1,MATM3008,CC5,63,37,25,1,0,0
2021,1,MATM3019,CC5,24,19,4,0,1,0
2021,1,MATM3021,CC5,47,31,16,0,0,0
2021,1,MATM3030,EA3,21,17,4,0,0,0
2021,1,MATM3030,SZ1,45,13,32,0,0,0
2021,1,MATM3031,CC5,46,9,36,1,0,0
2021,1,MATM3032,CC5,27,18,8,0,1,0
2021,1,MATM5004,SP1,24,0,24,0,0,0
2021,1,MATM5005,SP3,11,2,8,0,1,0
2021,1,MATM5015,SP1,14,13,1,0,0,0
2021,1,MATM5028,SA1,43,35,8,0,0,0
2021,1,MATM5029,SA3,8,4,4,0,0,0
2021,1,MATM5030,AD1,46,37,7,1,1,0
2021,1,MATM5030,ER1,46,16,30,0,0,0
2021,1,MATM5030,LQ1,3,0,3,0,0,0
2021,1,MATM5030,SB1,37,26,11,0,0,0
2021,1,MATM5030,SI1,44,35,8,1,0,0
2021,1,MATM5030,SZ3,12,10,2,0,0,0
2021,1,MATM5031,ER1,17,8,8,0,1,0
2021,1,MATM5031,LQ1,24,22,2,0,0,0
2021,1,MATM5031,SB3,15,12,2,0,1,0
2021,1,MATM5031,SI1,33,15,17,0,1,0
2021,1,MATM5032,ER1,20,9,11,0,0,0
2021,1,MATM5032,SI1,19,13,5,0,1,0
2021,1,MATM5033,LQ1,47,21,26,0,0,0
2021,1,MATM5033,SZ1,31,22,9,0,0,0
2021,1,MATM5034,SI1,41,26,14,1,0,0
2021,1,MICR3001,SV3,22,17,5,0,0,0
2021,1,MICR3002,SA3,18,15,2,0,1,0
2021,1,MICR3006,SZ1,31,14,17,0,0,0
2021,1,MICR5000,SZ1,16,13,3,0,0,0
2021,1,MICR5001,SA1,27,21,6,0,0,0
2021,1,MICR5002,SB3,22,19,2,0,1,0
2021,1,MICR5002,SP1,11,8,2,0,1,0
2021,1,MICR5004,SB1,6,6,0,0,0,0
2021,1,MORF3004,SV1,33,33,0,0,0,0
2021,1,MORF3005,SV3,40,37,3,0,0,0
2021,1,MORF3006,SV1,27,25,2,0,0,0
2021,1,MORF3008,SZ1,9,7,2,0,0,0
2021,1,MORF3009,SZ1,25,18,7,0,0,0
2021,1,MORF5001,SB3,23,22,0,0,1,0
2021,1,MORF5002,SB1,20,19,0,0,1,0
2021,1,MORF5003,SB3,16,9,6,0,1,0
2021,1,MORF5004,SB3,21,9,11,0,1,0
2021,1,MORF5005,SZ1,39,12,27,0,0,0
2021,1,MORF5006,SZ3,11,7,3,0,1,0
2021,1,MORF5007,SZ1,24,15,9,0,0,0
2021,1,MPEQ7300,PQ2,10,5,5,0,0,0
2021,1,MPEQ7301,PQ3,20,20,0,0,0,0
2021,1,MPEQ7303,PQ3,20,20,0,0,0,0
2021,1,MPEQ7306,PQ3,20,20,0,0,0,0
2021,1,MPSU7301,SU3,9,9,0,0,0,0
2021,1,MPSU7302,SU3,10,10,0,0,0,0
2021,1,MPSU7303,SU3,9,9,0,0,0,0
2021,1,MPSU7304,SU3,9,9,0,0,0,0
2021,1,MPSU7305,SU3,9,9,0,0,0,0
2021,1,MPSU7306,SU3,9,9,0,0,0,0
2021,1,MPSU7308,SU2,3,3,0,0,0,0
2021,1,MPSU7312,SU1,6,6,0,0,0,0
2021,1,MPSU7313,SU3,5,5,0,0,0,0
2021,1,MPSU7314,SU2,11,11,0,0,0,0
2021,1,MPSU7315,SU2,12,12,0,0,0,0
2021,1,MPSU7319,SU4,9,9,0,0,0,0
2021,1,MPSU7320,SU3,8,8,0,0,0,0
2021,1,MPSU7321,SU3,5,5,0,0,0,0
2021,1,NAVL5001,SP1,15,12,3,0,0,0
2021,1,NAVL5002,SP3,14,14,0,0,0,0
2021,1,NAVL5003,SP1,14,14,0,0,0,0
2021,1,NCO001,RNB,26,25,1,0,0,0
2021,1,NCO007,RNB,7,7,0,0,0,0
2021,1,NCO012,RNB,6,6,0,0,0,0
2021,1,NCO013,RNB,1,1,0,0,0,0
2021,1,NCO015,RNB,4,4,0,0,0,0
2021,1,NCO022,RNB,3,2,0,0,1,0
2021,1,NCO022,UNI,5,5,0,0,0,0
2021,1,NCO023,RNB,12,12,0,0,0,0
2021,1,NCO026,RNB,7,3,4,0,0,0
2021,1,OCEA5001,SP3,7,7,0,0,0,0
2021,1,OCEA5002,SP1,12,7,5,0,0,0
2021,1,PAGM7300,MGP,7,7,0,0,0,0
2021,1,PAGM7301,MGP,3,3,0,0,0,0
2021,1,PAGM7302,MGP,14,14,0,0,0,0
2021,1,PAGM7303,MGP,8,8,0,0,0,0
2021,1,PAGM7305,MGP,8,8,0,0,0,0
2021,1,PAGM7309,MGP,5,5,0,0,0,0
2021,1,PAGM7310,MGP,2,2,0,0,0,0
2021,1,PAGM7311,MGP,1,1,0,0,0,0
2021,1,PAGM7316,MGP,3,3,0,0,0,0
2021,1,PAGM7319,MGP,8,8,0,0,0,0
2021,1,PAGM7320,MGP,6,6,0,0,0,0
2021,1,PAGM7501,MGP,5,5,0,0,0,0
2021,1,PAGM7502,MGP,2,2,0,0,0,0
2021,1,PAGM7509,MGP,1,1,0,0,0,0
2021,1,PAGM7510,MGP,1,1,0,0,0,0
2021,1,PAGM7524,MGP,3,3,0,0,0,0
2021,1,PARS3001,SV3,38,29,9,0,0,0
2021,1,PARS3002,SA3,32,32,0,0,0,0
2021,1,PARS3004,SA3,40,34,5,0,1,0
2021,1,PARS3005,SZ1,15,9,6,0,0,0
2021,1,PARS5000,SZ3,14,13,1,0,0,0
2021,1,PARS5005,SB3,19,19,0,0,0,0
2021,1,PARS5006,SB1,6,5,1,0,0,0
2021,1,PARS5007,SB3,20,20,0,0,0,0
2021,1,PARS5008,SA1,27,24,3,0,0,0
2021,1,PARS5009,SA3,19,19,0,0,0,0
2021,1,PBCA7300,PBA,14,13,1,0,0,0
2021,1,PBCA7304,PBA,15,14,1,0,0,0
2021,1,PBCA7306,PBA,35,31,4,0,0,0
2021,1,PBCA7320,PBA,7,6,1,0,0,0
2021,1,PBCA7321,PBA,3,3,0,0,0,0
2021,1,PBCA7322,PBA,1,1,0,0,0,0
2021,1,PBCA7323,BCA,1,0,1,0,0,0
2021,1,PBCA7333,PBA,12,12,0,0,0,0
2021,1,PBCA7341,TEA,4,4,0,0,0,0
2021,1,PBCA7343,TE3,15,15,0,0,0,0
2021,1,PBCA7347,PBC,13,13,0,0,0,0
2021,1,PBCA7352,PBA,27,25,2,0,0,0
2021,1,PBCA7500,BCA,10,1,9,0,0,0
2021,1,PBCA7501,PBA,14,14,0,0,0,0
2021,1,PBCA7503,PBA,6,6,0,0,0,0
2021,1,PBCA7504,PBA,5,4,1,0,0,0
2021,1,PBCA7505,PBA,5,5,0,0,0,0
2021,1,PBDC7301,BIO,10,10,0,0,0,0
2021,1,PBDC7303,BIO,5,5,0,0,0,0
2021,1,PBDC7304,BIO,5,5,0,0,0,0
2021,1,PBDC7305,BIO,5,4,1,0,0,0
2021,1,PBDC7323,BIO,4,4,0,0,0,0
2021,1,PBDC7326,BI2,2,2,0,0,0,0
2021,1,PBDC7326,BIO,1,1,0,0,0,0
2021,1,PBDC7327,BIO,3,3,0,0,0,0
2021,1,PBDC7329,BIO,5,5,0,0,0,0
2021,1,PBEA7300,BEA,6,5,1,0,0,0
2021,1,PBEA7303,BEA,12,11,1,0,0,0
2021,1,PBEA7304,BEA,5,4,1,0,0,0
2021,1,PBEA7306,BEA,3,3,0,0,0,0
2021,1,PBEA7330,BEA,2,2,0,0,0,0
2021,1,PBEA7331,BEA,22,22,0,0,0,0
2021,1,PBEA7332,BS,1,1,0,0,0,0
2021,1,PBEA7332,FSG,1,1,0,0,0,0
2021,1,PBEA7332,GRM,1,1,0,0,0,0
2021,1,PBEA7332,JSJ,2,1,1,0,0,0
2021,1,PBEA7332,TS,1,1,0,0,0,0
2021,1,PBEA7332,WRO,1,1,0,0,0,0
2021,1,PBEA7334,ASA,1,1,0,0,0,0
2021,1,PBEA7334,GRM,1,1,0,0,0,0
2021,1,PBEA7334,LSB,1,1,0,0,0,0
2021,1,PBEA7335,CRA,2,2,0,0,0,0
2021,1,PBEA7335,TS,1,1,0,0,0,0
2021,1,PBEA7337,BEA,8,8,0,0,0,0
2021,1,PBEA7343,BEA,2,2,0,0,0,0
2021,1,PBEA7346,BEA,9,8,1,0,0,0
2021,1,PBEA7358,BEA,9,9,0,0,0,0
2021,1,PBEA7364,BEA,22,21,1,0,0,0
2021,1,PBEA7502,BEA,10,10,0,0,0,0
2021,1,PBEA7508,BEA,9,9,0,0,0,0
2021,1,PBEA7509,BEA,1,1,0,0,0,0
2021,1,PBOT7309,BOT,2,1,1,0,0,0
2021,1,PBOT7313,BOT,1,1,0,0,0,0
2021,1,PBOT7322,BOT,1,1,0,0,0,0
2021,1,PBOT7327,BOT,1,1,0,0,0,0
2021,1,PBOT7333,BOT,4,0,4,0,0,0
2021,1,PBOT7337,BOT,1,1,0,0,0,0
2021,1,PBOT7340,BOT,2,1,0,0,1,0
2021,1,PBOT7341,BOT,2,2,0,0,0,0
2021,1,PBOT7351,BOT,4,4,0,0,0,0
2021,1,PBOT7355,BOT,1,0,1,0,0,0
2021,1,PBOT7359,BOT,2,1,1,0,0,0
2021,1,PBOT7501,BOT,4,4,0,0,0,0
2021,1,PCAM7301,CAM,15,13,2,0,0,0
2021,1,PCAM7302,CAM,15,13,1,0,0,1
2021,1,PCAM7304,CAM,15,13,2,0,0,0
2021,1,PCAM7308,CAM,13,13,0,0,0,0
2021,1,PCAM7311,CAM,15,13,2,0,0,0
2021,1,PCAM7319,CAM,13,11,2,0,0,0
2021,1,PCAM7328,CAM,1,1,0,0,0,0
2021,1,PCAP7301,PCA,4,3,1,0,0,0
2021,1,PCAP7302,PCA,5,5,0,0,0,0
2021,1,PCAP7318,PCA,3,3,0,0,0,0
2021,1,PCAP7321,PCA,4,3,1,0,0,0
2021,1,PCAP7327,PCA,5,5,0,0,0,0
2021,1,PCAP7343,PCA,4,3,1,0,0,0
2021,1,PCAP7361,PCA,4,4,0,0,0,0
2021,1,PCAP7371,PCA,7,6,1,0,0,0
2021,1,PCAP7392,PCA,2,2,0,0,0,0
2021,1,PCAP7394,PCA,1,0,1,0,0,0
2021,1,PCFL7304,PCF,7,7,0,0,0,0
2021,1,PCFL7311,PCF,17,16,1,0,0,0
2021,1,PCFL7313,PCF,7,7,0,0,0,0
2021,1,PCFL7318,PCF,11,11,0,0,0,0
2021,1,PCFL7321,PCF,8,8,0,0,0,0
2021,1,PCFL7322,PCF,4,4,0,0,0,0
2021,1,PCFL7323,PCF,1,1,0,0,0,0
2021,1,PCFL7325,PCF,4,4,0,0,0,0
2021,1,PCFL7328,PCF,10,10,0,0,0,0
2021,1,PCFL7332,PCF,16,15,1,0,0,0
2021,1,PCFL7333,PCF,8,8,0,0,0,0
2021,1,PCFL7335,PCF,8,8,0,0,0,0
2021,1,PCFL7350,PCF,4,2,2,0,0,0
2021,1,PCFL7504,PCF,13,12,1,0,0,0
2021,1,PCFL7505,PCF,7,7,0,0,0,0
2021,1,PCFL7506,PCF,3,3,0,0,0,0
2021,1,PCFL7550,PCF,1,0,1,0,0,0
2021,1,PCTA7315,CTA,3,3,0,0,0,0
2021,1,PCTA7325,CTA,15,15,0,0,0,0
2021,1,PCTA7326,CTA,12,12,0,0,0,0
2021,1,PCTA7327,CTA,10,10,0,0,0,0
2021,1,PCTA7331,CTA,13,13,0,0,0,0
2021,1,PCTA7334,CTA,9,9,0,0,0,0
2021,1,PCTA7338,CTA,10,10,0,0,0,0
2021,1,PCTA7350,CTA,13,13,0,0,0,0
2021,1,PEAM7300,AMB,7,6,1,0,0,0
2021,1,PEAM7301,AMB,19,19,0,0,0,0
2021,1,PEAM7302,AMB,17,17,0,0,0,0
2021,1,PEAM7303,AMB,19,19,0,0,0,0
2021,1,PEAM7304,AMB,20,20,0,0,0,0
2021,1,PEAM7305,AMB,3,3,0,0,0,0
2021,1,PEAM7307,AMB,14,14,0,0,0,0
2021,1,PEAM7309,AMB,14,14,0,0,0,0
2021,1,PEAM7312,AM1,2,2,0,0,0,0
2021,1,PEAM7313,AMB,8,8,0,0,0,0
2021,1,PEAM7314,AMB,3,3,0,0,0,0
2021,1,PEAM7320,AMB,7,7,0,0,0,0
2021,1,PEAM7321,AM1,4,4,0,0,0,0
2021,1,PEAM7321,AM2,7,7,0,0,0,0
2021,1,PEAM7321,AM3,8,8,0,0,0,0
2021,1,PEAM7322,AMB,8,8,0,0,0,0
2021,1,PECI7301,ECI,27,26,1,0,0,0
2021,1,PECI7304,ECI,27,26,1,0,0,0
2021,1,PECI7314,ECI,27,26,1,0,0,0
2021,1,PECN7301,ETC,8,6,2,0,0,0
2021,1,PECN7303,ETN,21,20,1,0,0,0
2021,1,PECN7501,"15",18,17,1,0,0,0
2021,1,PECN7505,ETC,16,14,2,0,0,0
2021,1,PECN7506,"15",1,0,1,0,0,0
2021,1,PECN7512,"30",25,25,0,0,0,0
2021,1,PECN7514,ETC,5,4,0,0,1,0
2021,1,PECN7520,ETC,7,6,1,0,0,0
2021,1,PECN7530,ETN,1,0,1,0,0,0
2021,1,PECN7538,"15",2,2,0,0,0,0
2021,1,PECN7539,"30",3,3,0,0,0,0
2021,1,PECN7554,ETC,15,14,1,0,0,0
2021,1,PECN7555,"30",1,0,1,0,0,0
2021,1,PECN7559,ETN,29,27,2,0,0,0
2021,1,PECN7562,ETN,15,13,1,0,1,0
2021,1,PENG7300,T1,13,13,0,0,0,0
2021,1,PENG7301,T1,14,14,0,0,0,0
2021,1,PENG7304,T1,17,17,0,0,0,0
2021,1,PENG7307,T1,4,4,0,0,0,0
2021,1,PENG7310,T1,7,7,0,0,0,0
2021,1,PENG7311,T1,3,3,0,0,0,0
2021,1,PENG7312,T1,4,4,0,0,0,0
2021,1,PENG7315,T1,9,9,0,0,0,0
2021,1,PENG7320,T1,12,12,0,0,0,0
2021,1,PENG7325,T1,3,3,0,0,0,0
2021,1,PENG7327,T1,4,4,0,0,0,0
2021,1,PENG7328,T1,6,6,0,0,0,0
2021,1,PENG7379,T1,1,1,0,0,0,0
2021,1,PENG7502,T1,5,5,0,0,0,0
2021,1,PENG7503,T1,13,13,0,0,0,0
2021,1,PESC5001,SP3,11,11,0,0,0,0
2021,1,PESC5002,SP3,10,10,0,0,0,0
2021,1,PESC5003,SP3,11,11,0,0,0,0
2021,1,PESC5004,SP3,12,12,0,0,0,0
2021,1,PESC5005,SP1,6,6,0,0,0,0
2021,1,PESC5006,SP1,9,9,0,0,0,0
2021,1,PESC5007,SP3,9,9,0,0,0,0
2021,1,PESC5008,SP3,14,12,2,0,0,0
2021,1,PESC5009,SP3,12,11,1,0,0,0
2021,1,PESC5010,SP3,11,11,0,0,0,0
2021,1,PESC5011,SP1,10,8,2,0,0,0
2021,1,PESC5013,SP1,13,10,3,0,0,0
2021,1,PESC5014,SP1,6,5,1,0,0,0
2021,1,PESC5015,SP1,19,16,3,0,0,0
2021,1,PESC5016,SP3,9,9,0,0,0,0
2021,1,PESC5017,SP3,11,10,1,0,0,0
2021,1,PESC5018,SP3,11,11,0,0,0,0
2021,1,PESC5019,SP3,12,11,1,0,0,0
2021,1,PESC5020,SP1,11,10,1,0,0,0
2021,1,PESC5021,SP1,14,14,0,0,0,0
2021,1,PESC5022,SP1,14,14,0,0,0,0
2021,1,PESC5023,SB1,14,14,0,0,0,0
2021,1,PESC5024,SP1,7,6,1,0,0,0
2021,1,PESC5028,SP1,19,9,10,0,0,0
2021,1,PESC5029,SP1,6,6,0,0,0,0
2021,1,PESC5034,SP3,15,11,4,0,0,0
2021,1,PGEC7315,ECO,2,1,1,0,0,0
2021,1,PGEC7319,ECO,5,4,1,0,0,0
2021,1,PGEL7302,MPP,23,23,0,0,0,0
2021,1,PGEL7308,MMP,6,6,0,0,0,0
2021,1,PGEL7315,LGC,14,14,0,0,0,0
2021,1,PGEL7316,LAF,11,11,0,0,0,0
2021,1,PGEL7317,LTC,14,14,0,0,0,0
2021,1,PGEL7324,SAL,7,7,0,0,0,0
2021,1,PGFA7303,FIS,7,6,0,0,0,1
2021,1,PGFA7304,FIS,8,8,0,0,0,0
2021,1,PGFA7316,FIS,4,2,0,0,0,2
2021,1,PGFA7320,FIS,4,4,0,0,0,0
2021,1,PGFA7322,FIS,8,6,0,0,0,2
2021,1,PGFA7323,FIS,15,12,2,0,0,1
2021,1,PGFA7324,FIS,3,3,0,0,0,0
2021,1,PGFA7325,FIS,3,3,0,0,0,0
2021,1,PGFA7329,FIS,3,3,0,0,0,0
2021,1,PGIA7303,CIC,1,1,0,0,0,0
2021,1,PGIA7308,TAC,1,1,0,0,0,0
2021,1,PGIA7310,GIL,34,28,6,0,0,0
2021,1,PGIA7311,GLA,1,1,0,0,0,0
2021,1,PGIA7323,TAE,34,32,1,0,1,0
2021,1,PGIA7329,GAB,1,1,0,0,0,0
2021,1,PGIA7330,RAF,5,5,0,0,0,0
2021,1,PGIA7331,TCC,1,0,1,0,0,0
2021,1,PGIA7333,RIC,3,3,0,0,0,0
2021,1,PGIA7335,GIL,2,1,1,0,0,0
2021,1,PGIA7336,JON,2,2,0,0,0,0
2021,1,PGIA7339,FER,8,3,5,0,0,0
2021,1,PGIA7342,GUS,8,8,0,0,0,0
2021,1,PGIA7343,ERI,2,2,0,0,0,0
2021,1,PGIA7343,MAR,7,6,1,0,0,0
2021,1,PGIA7346,JPS,7,7,0,0,0,0
2021,1,PGIA7349,ERM,3,2,1,0,0,0
2021,1,PGIA7350,FIL,11,11,0,0,0,0
2021,1,PGPA7313,PPA,2,2,0,0,0,0
2021,1,PGPA7315,PPA,3,3,0,0,0,0
2021,1,PGPA7324,PPA,2,2,0,0,0,0
2021,1,PGPA7327,PPA,2,2,0,0,0,0
2021,1,PGPA7332,PPA,3,3,0,0,0,0
2021,1,PGPA7333,PPA,2,2,0,0,0,0
2021,1,PHIS7329,MES,2,2,0,0,0,0
2021,1,PHIS7330,MES,4,0,4,0,0,0
2021,1,PHIS7341,"1E3",13,13,0,0,0,0
2021,1,PHIS7341,"2",6,6,0,0,0,0
2021,1,PHIS7341,"4",11,11,0,0,0,0
2021,1,PHIS7343,HU,12,12,0,0,0,0
2021,1,PHIS7369,ETH,1,0,1,0,0,0
2021,1,PHIS7369,IEP,13,12,1,0,0,0
2021,1,PHIS7371,"21",10,9,1,0,0,0
2021,1,PHIS7376,ETH,10,8,2,0,0,0
2021,1,PHIS7379,HIP,16,14,2,0,0,0
2021,1,PHIS7380,ANA,17,17,0,0,0,0
2021,1,PHIS7500,HIS,1,0,1,0,0,0
2021,1,PHIS7501,HIS,13,12,1,0,0,0
2021,1,PHIS7502,T19,10,4,6,0,0,0
2021,1,PHIS7504,DOU,2,2,0,0,0,0
2021,1,PLET7321,PLE,10,10,0,0,0,0
2021,1,PLET7324,PLE,10,10,0,0,0,0
2021,1,PLET7327,PLE,10,10,0,0,0,0
2021,1,PNEF7305,ENF,9,9,0,0,0,0
2021,1,PNEF7309,ENF,9,8,1,0,0,0
2021,1,PNEF7314,ENF,7,7,0,0,0,0
2021,1,PPAD7300,ADM,16,15,0,0,1,0
2021,1,PPAD7301,ADM,16,15,0,0,1,0
2021,1,PPAD7302,ADM,16,15,0,0,1,0
2021,1,PPAD7303,ADM,16,15,0,0,1,0
2021,1,PPAD7321,ADM,1,1,0,0,0,0
2021,1,PPAD7322,ADM,4,3,0,0,0,1
2021,1,PPAD7327,ADM,3,3,0,0,0,0
2021,1,PPEF0001,"01",10,6,1,0,2,1
2021,1,PPEF0005,"01",17,16,0,0,0,1
2021,1,PPEF0026,"01",10,5,2,0,3,0
2021,1,PPEF0027,"01",4,4,0,0,0,0
2021,1,PPEF0029,"01",1,1,0,0,0,0
2021,1,PPEF0029,"02",2,2,0,0,0,0
2021,1,PPEF0029,"03",1,1,0,0,0,0
2021,1,PPEF0029,"04",1,1,0,0,0,0
2021,1,PPEF0029,"06",1,1,0,0,0,0
2021,1,PPEF0029,"07",2,2,0,0,0,0
2021,1,PPEF0032,"01",1,1,0,0,0,0
2021,1,PPGC7302,CON,10,9,1,0,0,0
2021,1,PPGC7304,CON,10,9,1,0,0,0
2021,1,PPGC7305,CON,2,2,0,0,0,0
2021,1,PPGC7306,CON,5,5,0,0,0,0
2021,1,PPGC7308,CON,3,3,0,0,0,0
2021,1,PPGC7311,CON,5,4,1,0,0,0
2021,1,PPGC7318,CON,8,7,1,0,0,0
2021,1,PPGC7321,CON,1,1,0,0,0,0
2021,1,PPGC7322,CON,10,9,1,0,0,0
2021,1,PPGE7301,MES,51,49,2,0,0,0
2021,1,PPGE7303,MES,25,24,1,0,0,0
2021,1,PPGE7332,MES,11,11,0,0,0,0
2021,1,PPGE7343,MES,25,24,1,0,0,0
2021,1,PPGE7360,MD,7,7,0,0,0,0
2021,1,PPGE7361,MD,37,35,2,0,0,0
2021,1,PPGE7362,MD,16,16,0,0,0,0
2021,1,PPGE7366,MD,20,20,0,0,0,0
2021,1,PPGE7501,DOU,31,30,1,0,0,0
2021,1,PPGE7502,DOU,16,16,0,0,0,0
2021,1,PPGE7503,DOU,16,16,0,0,0,0
2021,1,PPGE7508,DOU,3,3,0,0,0,0
2021,1,PPGE7515,ENS,12,12,0,0,0,0
2021,1,PPGF7300,FIT,10,9,1,0,0,0
2021,1,PPGF7301,FIT,9,9,0,0,0,0
2021,1,PPGF7302,FIT,2,2,0,0,0,0
2021,1,PPGF7306,FIT,4,4,0,0,0,0
2021,1,PPGF7307,FIT,1,1,0,0,0,0
2021,1,PPGF7308,FIT,2,1,1,0,0,0
2021,1,PPGF7311,FIT,5,5,0,0,0,0
2021,1,PPGF7313,FIT,7,6,1,0,0,0
2021,1,PPGF7330,FIT,2,2,0,0,0,0
2021,1,PPGF7342,FIT,3,3,0,0,0,0
2021,1,PPGF7501,FIT,3,2,1,0,0,0
2021,1,PPGF7502,FIT,4,4,0,0,0,0
2021,1,PPGQ7303,QUI,21,20,1,0,0,0
2021,1,PPGQ7304,QUI,10,9,1,0,0,0
2021,1,PPGQ7319,ZOO,3,2,1,0,0,0
2021,1,PPGQ7324,QUI,6,6,0,0,0,0
2021,1,PPGQ7325,QUI,8,8,0,0,0,0
2021,1,PPGQ7326,QUI,3,3,0,0,0,0
2021,1,PPGQ7329,QUI,1,1,0,0,0,0
2021,1,PPGQ7335,QUI,11,11,0,0,0,0
2021,1,PPGQ7336,QUI,3,3,0,0,0,0
2021,1,PPGQ7337,QUI,9,9,0,0,0,0
2021,1,PPGQ7338,QUI,9,9,0,0,0,0
2021,1,PPGQ7352,QUI,23,21,1,0,0,1
2021,1,PPGQ7358,QUI,12,12,0,0,0,0
2021,1,PPGQ7362,QUI,4,4,0,0,0,0
2021,1,PPGQ7501,QUI,7,6,1,0,0,0
2021,1,PPGQ7502,QUI,3,3,0,0,0,0
2021,1,PPPV7301,PPV,1,1,0,0,0,0
2021,1,PPPV7302,PPV,3,3,0,0,0,0
2021,1,PPPV7303,PPV,11,11,0,0,0,0
2021,1,PPPV7304,PPV,11,11,0,0,0,0
2021,1,PPPV7305,PPV,10,10,0,0,0,0
2021,1,PPPV7306,PPV,11,11,0,0,0,0
2021,1,PPPV7309,PPV,2,2,0,0,0,0
2021,1,PPPV7313,PPV,7,7,0,0,0,0
2021,1,PPPV7321,PPV,3,3,0,0,0,0
2021,1,PPPV7326,PPV,5,2,3,0,0,0
2021,1,PRB5011,LQ1,18,6,12,0,0,0
2021,1,PRBE3001,SV3,42,34,6,1,1,0
